model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
google-gemini-2-5-pro,hotpotqa,5ab55478554299488d4d993d,The President of Egypt that changed the Hamayouni Decree was born in what year?,1918,1954,1928,"[""Which President of Egypt changed the Hamayouni Decree?"", ""In what year was {answer_1} born?""]","{""answer_1"": ""Gamal Abdel Nasser"", ""answer_2"": ""1918""}","answer_1: str = qa_model(""Which President of Egypt changed the Hamayouni Decree?"")
answer_2: str = qa_model(""In what year was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Gamal Abdel Nasser"",
  ""answer_2"": ""1918""
}
```",1954,Calendar years must match exactly; 1918 is not equal to 1954.,"equivalent: 0
reasoning: Calendar years must match exactly; 1918 is not equal to 1954."
google-gemini-2-5-pro,hotpotqa,5ab6ad2855429953192ad35e,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?",The Observer,The Man,The Fantastic The,"[""What is the name of the rock band from Portland, Oregon with members John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk?"", ""Who is the lead singer and guitarist for {answer_1}?"", ""What alias does {answer_2} go by?""]","{""answer_1"": ""Portugal. The Man"", ""answer_2"": ""John Gourley"", ""answer_3"": ""The Observer""}","answer_1: str = qa_model(""What is the name of the rock band from Portland, Oregon with members John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk?"")
answer_2: str = qa_model(""Who is the lead singer and guitarist for {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What alias does {answer_2} go by?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Portugal. The Man"",
  ""answer_2"": ""John Gourley"",
  ""answer_3"": ""The Observer""
}
```",The Man,"The aliases ""The Observer"" and ""The Man"" are distinct and contradictory.","equivalent: 0
reasoning: The aliases ""The Observer"" and ""The Man"" are distinct and contradictory."
google-gemini-2-5-pro,hotpotqa,5abd40585542993062266c3e,West Ridge and the ridge that has IndependenceAvenue/Liberation Avenue as its eastern boundary are separated by what road? ,Independence Avenue,Castle Road,Castle Road,"[""Which ridge has Independence Avenue/Liberation Avenue as its eastern boundary?"", ""What road separates West Ridge and {answer_1}?""]","{""answer_1"": ""West Ridge"", ""answer_2"": ""Independence Avenue""}","answer_1: str = qa_model(""Which ridge has Independence Avenue/Liberation Avenue as its eastern boundary?"")
answer_2: str = qa_model(""What road separates West Ridge and {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""West Ridge"",
  ""answer_2"": ""Independence Avenue""
}
```",Castle Road,"The answers provide different road names, ""Independence Avenue"" and ""Castle Road"", which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different road names, ""Independence Avenue"" and ""Castle Road"", which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5abd90545542996e802b47d7,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",Cage,El-P,Jaime Meline,"[""Who made guest appearances on the album 'Fast Cars, Danger, Fire and Knives'?"", ""Which of the following is a hip hop record executive: {answer_1}?""]","{""answer_1"": ""Camu Tao; Cage"", ""answer_2"": ""Cage""}","answer_1: str = qa_model(""Who made guest appearances on the album 'Fast Cars, Danger, Fire and Knives'?"")
answer_2: str = qa_model(""Which of the following is a hip hop record executive: {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Camu Tao; Cage"",
  ""answer_2"": ""Cage""
}
```",El-P,"The names ""Cage"" and ""El-P"" refer to different individuals, creating a direct contradiction.","equivalent: 0
reasoning: The names ""Cage"" and ""El-P"" refer to different individuals, creating a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5abdbeed5542993062266cdd,"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?",235000,"270,186","294,000","[""What is the main airline operating in Whitehorse, Yukon?"", ""How many passengers did {answer_1} handle in 2012?""]","{""answer_1"": ""Air North"", ""answer_2"": ""235000""}","answer_1: str = qa_model(""What is the main airline operating in Whitehorse, Yukon?"")
answer_2: str = qa_model(""How many passengers did {answer_1} handle in 2012?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Air North"",
  ""answer_2"": ""235000""
}
```","270,186","The numerical values 235,000 and 270,186 differ by more than the allowed 5.5% tolerance for numerical expressions.","equivalent: 0
reasoning: The numerical values 235,000 and 270,186 differ by more than the allowed 5.5% tolerance for numerical expressions."
google-gemini-2-5-pro,hotpotqa,5abeed7e5542993fe9a41da0,What is the birth date of the coach of the 2014-15 Michigan Wolverines men's basketball team?,1953-02-05,1953-10-05,"February 5, 1953","[""Who was the coach of the 2014-15 Michigan Wolverines men's basketball team?"", ""What is the birth date of {answer_1}?""]","{""answer_1"": ""John Beilein"", ""answer_2"": ""1953-02-05""}","answer_1: str = qa_model(""Who was the coach of the 2014-15 Michigan Wolverines men's basketball team?"")
answer_2: str = qa_model(""What is the birth date of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Beilein"",
  ""answer_2"": ""1953-02-05""
}
```",1953-10-05,The months in the birth dates contradict (February vs October). Calendar dates must match exactly.,"equivalent: 0
reasoning: The months in the birth dates contradict (February vs October). Calendar dates must match exactly."
google-gemini-2-5-pro,hotpotqa,5abf27285542997719eab678,When was the maternal uncle of Popiel I died who was the notable author of Latin prose?,1223-03-08,0079-08-24,15 March 44 BC,"[""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"", ""When did {answer_1} die?""]","{""answer_1"": ""Wincenty Kad\u0142ubek"", ""answer_2"": ""1223-03-08""}","answer_1: str = qa_model(""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"")
answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Wincenty Kadłubek"",
  ""answer_2"": ""1223-03-08""
}
```",0079-08-24,The calendar dates provided are different and must match exactly according to Rule 2.,"equivalent: 0
reasoning: The calendar dates provided are different and must match exactly according to Rule 2."
google-gemini-2-5-pro,hotpotqa,5ac1b7495542994ab5c67dd9,What genre of music is the solo artist that contributed to Real Damage a variant of?,Latin pop; Reggaeton,K-pop,synth-pop,"[""Which solo artist contributed to the music group Real Damage?"", ""What is the music genre of {answer_1}?""]","{""answer_1"": ""Becky G"", ""answer_2"": ""Latin pop; Reggaeton""}","answer_1: str = qa_model(""Which solo artist contributed to the music group Real Damage?"")
answer_2: str = qa_model(""What is the music genre of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Becky G"",
  ""answer_2"": ""Latin pop; Reggaeton""
}
```",K-pop,"The genres listed in Answer A (Latin pop, Reggaeton) contradict the genre listed in Answer B (K-pop).","equivalent: 0
reasoning: The genres listed in Answer A (Latin pop, Reggaeton) contradict the genre listed in Answer B (K-pop)."
google-gemini-2-5-pro,hotpotqa,5ac2a5d455429921a00ab01b,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,Greg Serrano,No such band exists.,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.","[""Which American heavy metal band wrote the music for 'Hurt Locker The Musical'?"", ""Who are the current members of the band {answer_1}?""]","{""answer_1"": ""Electric Mesa"", ""answer_2"": ""Greg Serrano""}","answer_1: str = qa_model(""Which American heavy metal band wrote the music for 'Hurt Locker The Musical'?"")
answer_2: str = qa_model(""Who are the current members of the band {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Electric Mesa"",
  ""answer_2"": ""Greg Serrano""
}
```",No such band exists.,"Answer A provides a name, implying the band exists, while Answer B explicitly states that no such band exists, creating a direct contradiction.","equivalent: 0
reasoning: Answer A provides a name, implying the band exists, while Answer B explicitly states that no such band exists, creating a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ac2ee675542990b17b154be,Norbert Holm was arrested and later demoted because of his Chief of Operations association with a military theorist popularly known as what?,John Boyd,The Boss,the Desert Fox,"[""Who was Norbert Holm's Chief of Operations?"", ""What is the popular name of the military theorist with whom {answer_1} was associated?""]","{""answer_1"": ""John Boyd"", ""answer_2"": ""John Boyd""}","answer_1: str = qa_model(""Who was Norbert Holm's Chief of Operations?"")
answer_2: str = qa_model(""What is the popular name of the military theorist with whom {answer_1} was associated?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John Boyd"",
  ""answer_2"": ""John Boyd""
}
```",The Boss,"The answers provide different names for the military theorist, ""John Boyd"" vs ""The Boss"", which is a contradiction.","equivalent: 0
reasoning: The answers provide different names for the military theorist, ""John Boyd"" vs ""The Boss"", which is a contradiction."
google-gemini-2-5-pro,hotpotqa,5ac5247c55429924173fb602,"""Apocalypic"" is a song sung by Lizzy Hale from which group? ",Cigarettes After Sex,Halestorm,Halestorm,"[""Who sings the song 'Apocalypic'?"", ""What group is {answer_1} from?""]","{""answer_1"": ""Cigarettes After Sex"", ""answer_2"": ""Cigarettes After Sex""}","answer_1: str = qa_model(""Who sings the song 'Apocalypic'?"")
answer_2: str = qa_model(""What group is {answer_1} from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Cigarettes After Sex"",
  ""answer_2"": ""Cigarettes After Sex""
}
```",Halestorm,"The answers name two different musical groups, which is a direct contradiction. Lizzy Hale is the lead singer of Halestorm, not Cigarettes After Sex.","equivalent: 0
reasoning: The answers name two different musical groups, which is a direct contradiction. Lizzy Hale is the lead singer of Halestorm, not Cigarettes After Sex."
google-gemini-2-5-pro,hotpotqa,5adc89435542994d58a2f639,Which video game producers worked with an English film director to produce a film about sports?,Kazunori Yamauchi; Asad Qizilbash,Midway Games,Rockstar Games,"[""Which film about sports was produced in collaboration with an English film director?"", ""Which video game producers worked on the film {answer_1}?""]","{""answer_1"": ""Gran Turismo"", ""answer_2"": ""Kazunori Yamauchi; Asad Qizilbash""}","answer_1: str = qa_model(""Which film about sports was produced in collaboration with an English film director?"")
answer_2: str = qa_model(""Which video game producers worked on the film {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Gran Turismo"",
  ""answer_2"": ""Kazunori Yamauchi; Asad Qizilbash""
}
```",Midway Games,"Answer A lists two individual producers, while Answer B lists a video game company. These are different entities and not equivalent.","equivalent: 0
reasoning: Answer A lists two individual producers, while Answer B lists a video game company. These are different entities and not equivalent."
google-gemini-2-5-pro,hotpotqa,5adccafb5542992c1e3a2401,Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?,Claude Brasseur,Nathalie Baye,Isabelle Mergault,"[""Which film was written by Canet and Philippe Lefebvre?"", ""In which ceremony did the film {answer_1} win the award for Best Film?"", ""Who chaired the {answer_2}?""]","{""answer_1"": ""Tell No One"", ""answer_2"": ""C\u00e9sar Awards"", ""answer_3"": ""Claude Brasseur""}","answer_1: str = qa_model(""Which film was written by Canet and Philippe Lefebvre?"")
answer_2: str = qa_model(""In which ceremony did the film {answer_1} win the award for Best Film?"", answer_1=answer_1)
answer_3: str = qa_model(""Who chaired the {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Tell No One"",
  ""answer_2"": ""César Awards"",
  ""answer_3"": ""Claude Brasseur""
}
```",Nathalie Baye,"The answers provide different names for the person who chaired the ceremony, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different names for the person who chaired the ceremony, which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ade8f5e55429975fa854f11,"What is the name of the movie in which Edwin Brown plays a man that executed at least 400 people, including William Joyce and John Amery?",Let Him Have It,10 Rillington Place,10 Rillington Place,"[""Who executed William Joyce and John Amery?"", ""In which movie did Edwin Brown play {answer_1}?""]","{""answer_1"": ""Albert Pierrepoint"", ""answer_2"": ""Let Him Have It""}","answer_1: str = qa_model(""Who executed William Joyce and John Amery?"")
answer_2: str = qa_model(""In which movie did Edwin Brown play {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Albert Pierrepoint"",
  ""answer_2"": ""Let Him Have It""
}
```","answer:
10 Rillington Place","The two answers refer to different movies. ""Let Him Have It"" is a different film from ""10 Rillington Place"".","equivalent: 0
reasoning: The two answers refer to different movies. ""Let Him Have It"" is a different film from ""10 Rillington Place""."
google-gemini-2-5-pro,hotpotqa,5ae0fa8b5542997b2ef7d0c6,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",Ivy Hall,Pink Palace,Lullwater Estate,"[""Who was the 41st Mayor of Atlanta, Georgia?"", ""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", ""What is the current name of {answer_2}?""]","{""answer_1"": ""Edward C. Peters"", ""answer_2"": ""Edward C. Peters House"", ""answer_3"": ""Ivy Hall""}","answer_1: str = qa_model(""Who was the 41st Mayor of Atlanta, Georgia?"")
answer_2: str = qa_model(""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the current name of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Edward C. Peters"",
  ""answer_2"": ""Edward C. Peters House"",
  ""answer_3"": ""Ivy Hall""
}
```",Pink Palace,"The two answers provide different names for the mansion, which is a direct contradiction.","equivalent: 0
reasoning: The two answers provide different names for the mansion, which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae2e27155429928c423952a,What is the length of the River which has Wild Horse Creek as a tributary ?,369 km,"3,767 km",375 mi long,"[""Which river is Wild Horse Creek a tributary of?"", ""What is the length of the {answer_1}?""]","{""answer_1"": ""Meramec River"", ""answer_2"": ""369 km""}","answer_1: str = qa_model(""Which river is Wild Horse Creek a tributary of?"")
answer_2: str = qa_model(""What is the length of the {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Meramec River"",
  ""answer_2"": ""369 km""
}
```","3,767 km","The numerical values for the length are significantly different (369 km vs 3,767 km), exceeding the allowed tolerance for numeric expressions.","equivalent: 0
reasoning: The numerical values for the length are significantly different (369 km vs 3,767 km), exceeding the allowed tolerance for numeric expressions."
google-gemini-2-5-pro,hotpotqa,5ae546be5542990ba0bbb251,Which Lightweight division mixed martial artist founded the American Combat Association?,Lightweight,Jens Pulver,Kamal Shalorus,"[""Who founded the American Combat Association?"", ""In which weight division does the mixed martial artist {answer_1} compete?""]","{""answer_1"": ""Adrian Serrano"", ""answer_2"": ""Lightweight""}","answer_1: str = qa_model(""Who founded the American Combat Association?"")
answer_2: str = qa_model(""In which weight division does the mixed martial artist {answer_1} compete?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Adrian Serrano"",
  ""answer_2"": ""Lightweight""
}
```",Jens Pulver,"Answer A provides a weight division, not the name of a mixed martial artist, while Answer B provides a name. They are not equivalent.","equivalent: 0
reasoning: Answer A provides a weight division, not the name of a mixed martial artist, while Answer B provides a name. They are not equivalent."
google-gemini-2-5-pro,hotpotqa,5ae732685542991e8301cbc3,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,Westchester County,Saratoga County,Nassau County,"[""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"", ""In what New York county is {answer_1} located?""]","{""answer_1"": ""Scarsdale High School"", ""answer_2"": ""Westchester County""}","answer_1: str = qa_model(""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"")
answer_2: str = qa_model(""In what New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Scarsdale High School"",
  ""answer_2"": ""Westchester County""
}
```",Saratoga County,"The answers name different, distinct counties (Westchester vs Saratoga), which is a direct contradiction.","equivalent: 0
reasoning: The answers name different, distinct counties (Westchester vs Saratoga), which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5ae78ec5554299540e5a5605,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,Rockland County,Ulster County,Ulster County,"[""In which village was the album 'Guitars for Wounded Warriors' recorded?"", ""In which New York county is {answer_1} located?""]","{""answer_1"": ""Piermont"", ""answer_2"": ""Rockland County""}","answer_1: str = qa_model(""In which village was the album 'Guitars for Wounded Warriors' recorded?"")
answer_2: str = qa_model(""In which New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Piermont"",
  ""answer_2"": ""Rockland County""
}
```",Ulster County,"The answers provide different, contradictory county names.","equivalent: 0
reasoning: The answers provide different, contradictory county names."
google-gemini-2-5-pro,hotpotqa,5ae7a9c8554299540e5a5631,What event at the Asian Junior Athletics Championships has men and women competing at the same time?,4 × 400 metres relay,Mixed 4 × 400 metres relay,3000 metres steeplechase,"[""What is the term for an event where men and women compete at the same time?"", ""What {answer_1} is held at the Asian Junior Athletics Championships?""]","{""answer_1"": ""mixed event"", ""answer_2"": ""4 \u00d7 400 metres relay""}","answer_1: str = qa_model(""What is the term for an event where men and women compete at the same time?"")
answer_2: str = qa_model(""What {answer_1} is held at the Asian Junior Athletics Championships?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""mixed event"",
  ""answer_2"": ""4 × 400 metres relay""
}
```","answer:
Mixed 4 × 400 metres relay","Answer A refers to a general relay event, which is typically single-sex, while the question specifically asks for an event where men and women compete together. Answer B, by including ""Mixed"", correctly identifies the specific event that fits the question's criteria.","equivalent: 0
reasoning: Answer A refers to a general relay event, which is typically single-sex, while the question specifically asks for an event where men and women compete together. Answer B, by including ""Mixed"", correctly identifies the specific event that fits the question's criteria."
